sample	FIPS
USA/VA-CAV_VAS3N_00016128_01/2022|OP752959.1|2022-09-14	51735
USA/VA-CDC-QDX39366063/2022|OP181950.1|2022-07-22	51085
USA/VA-VTVAS3-GSC38715/2022|OP485192.1|2022-08-19	51017
USA/VA-VTVAS3-GSC36903/2022|OP327156.1|2022-07-03	51550
USA/VA-CDC-STM-XQPWEP9FW/2022|OP149314.1|2022-07-26	51107
USA/VA-CDC-LC0431391/2021|OM042334.1|2021-12-13	51095
USA/VA-CDC-LC0966477/2022|OQ158549.1|2022-12-19	51530
USA/VA-VTVAS3-GSC40907/2022|OQ331524.1|2022-12-06	51790
USA/VA-CDC-QDX44585994/2022|OQ143056.1|2022-12-11	51107
USA/VA-CDC-LC0968198/2022|OQ167236.1|2022-12-22	51027
USA/VA-VTVAS3-GSC41160/2022|OQ331618.1|2022-12-15	51025
USA/VA-CAV_VAS3N_00017180_01/2022|OQ151279.1|2022-12-12	51678
USA/VA-VTVAS2-GSC41104/2022|OQ331727.1|2022-12-23	51041
USA/VA-CDC-QDX44429312/2022|OQ140440.1|2022-12-07	51179
USA/VA-VTVAS3-GSC41344/2022|OQ331970.1|2022-12-31	51177
USA/VA-CAV_VAS3N_00017184_01/2022|OQ151299.1|2022-12-13	51003
USA/VA-VTVAS3-GSC40841/2022|OQ331458.1|2022-12-06	51121
USA/VA-VTVAS3-GSC41145/2022|OQ331603.1|2022-12-17	51057
USA/VA-CDC-LC0955613/2022|OQ081625.1|2022-12-09	51690
USA/VA-VTVAS3-GSC41015/2022|OQ331810.1|2022-12-10	51171
USA/VA-CDC-QDX45277270/2023|OQ298800.1|2023-01-04	51199
USA/VA-CDC-QDX45740128/2023|OQ373264.1|2023-01-17	51670
USA/VA-CDC-LC0985850/2023|OQ258966.1|2023-01-06	51145
USA/VA-CDC-LC0968462/2022|OQ167598.1|2022-12-23	51073
USA/VA-VTVAS3-GSC40958/2022|OQ331753.1|2022-12-12	51121
USA/VA-CAV_VAS3N_00018137_01/2023|OQ613043.1|2023-01-29	51530
USA/VA-VTVAS3-GSC41406/2022|OQ351070.1|2022-12-30	51570
USA/VA-CAV_VAS3N_00017176_01/2022|OQ151277.1|2022-12-12	51091
USA/VA-CDC-LC0992302/2023|OQ345509.1|2023-01-17	51041
USA/VA-CAV_VAS3N_00017931_01/2023|OQ384583.1|2023-01-24	51119
USA/VA-CDC-LC0958406/2022|OQ110463.1|2022-12-12	51157
USA/VA-CDC-QDX41999274/2022|OP621942.1|2022-09-30	51101
USA/VA-CAV_VAS3N_00015195_01/2022|OP601191.1|2022-08-29	51069
USA/VA-CAV_VAS3N_00015278_01/2022|OP600870.1|2022-08-29	51021
USA/VA-CAV_VAS3N_00015446_01/2022|OP601078.1|2022-08-25	51091
USA/VA-CDC-LC0992614/2023|OQ345330.1|2023-01-16	51083
USA/VA-CDC-QDX45482680/2023|OQ342436.1|2023-01-10	51195
USA/VA-CDC-LC0990914/2023|OQ307347.1|2023-01-12	51187
USA/VA-VTVAS3-GSC41651/2023|OQ442487.1|2023-01-14	51007
USA/VA-CDC-QDX39756828/2022|OP261943.1|2022-08-02	51157
USA/VA-VTVAS3-GSC41909/2023|OQ442592.1|2023-01-20	51735
USA/VA-VTVAS3-GSC41652/2023|OQ442488.1|2023-01-14	51193
USA/VA-CDC-QDX46010521/2023|OQ400780.1|2023-01-24	51005
USA/VA-VTVAS3-GSC41623/2023|OQ442459.1|2023-01-10	51173
USA/VA-CDC-QDX45638654/2023|OQ369107.1|2023-01-11	51173
USA/VA-CAV_VAS3N_00017946_01/2023|OQ384598.1|2023-01-16	51595
USA/VA-CDC-LC0991767/2023|OQ307573.1|2023-01-14	51085
USA/VA-CDC-LC0996418/2023|OQ353907.1|2023-01-19	51115
USA/VA-VTVAS3-GSC41665/2023|OQ442501.1|2023-01-14	51067
USA/VA-CDC-LC0990249/2023|OQ307093.1|2023-01-10	51109
USA/VA-CDC-LC0990885/2023|OQ307261.1|2023-01-12	51003
USA/VA-VTVAS3-GSC42152/2023|OQ544868.1|2023-01-28	51810
USA/VA-CDC-QDX45638633/2023|OQ369091.1|2023-01-11	51179
USA/VA-CDC-QDX46944928/2023|OQ578823.1|2023-02-18	51155
USA/VA-CDC-LC0990073/2023|OQ307146.1|2023-01-11	51135
USA/VA-CDC-QDX45961549/2023|OQ400740.1|2023-01-23	51003
USA/VA-VTVAS3-GSC41734/2023|OQ442400.1|2023-01-20	51019
USA/VA-DCLS-14953/2023|OQ407733.1|2023-01-11	51193
USA/VA-VTVAS3-GSC41656/2023|OQ442492.1|2023-01-14	51630
USA/VA-VTVAS3-GSC42225/2023|OQ544772.1|2023-01-28	51079
USA/VA-CDC-LC0994031/2023|OQ353636.1|2023-01-17	51610
USA/VA-CDC-814432371/2023|OQ381579.1|2023-01-17	51161
USA/VA-CAV_VAS3N_00017811_01/2023|OQ384336.1|2023-01-11	51023
USA/VA-CDC-QDX45638614/2023|OQ369094.1|2023-01-11	51630
USA/VA-CDC-QDX46775492/2023|OQ590233.1|2023-02-12	51830
USA/VA-CDC-QDX45863080/2023|OQ382194.1|2023-01-18	51520
USA/VA-CDC-QDX45482688/2023|OQ342519.1|2023-01-10	51750
USA/VA-CAV_VAS3N_00018479_01/2023|OQ843631.1|2023-02-06	51830
USA/VA-CDC-QDX45638756/2023|OQ369088.1|2023-01-11	51135
USA/VA-CAV_VAS3N_00014459_01/2022|OP473147.1|2022-08-15	51550
USA/VA-CDC-QDX45592280/2023|OQ347561.1|2023-01-12	51145
USA/VA-CDC-813432463/2023|OQ381729.1|2023-01-18	51177
USA/VA-CDC-QDX45863411/2023|OQ399320.1|2023-01-20	51183
USA/VA-CDC-LC0991517/2023|OQ307564.1|2023-01-14	51099
USA/VA-CDC-LC0990547/2023|OQ307335.1|2023-01-12	51159
USA/VA-CAV_VAS3N_00012486_01/2022|OP061736.1|2022-06-13	51051
USA/VA-VTVAS3-GSC37500/2022|OP327733.1|2022-07-10	51077
USA/VA-CDC-QDX35574961/2022|ON308175.1|2022-04-03	51770
USA/VA-CAV_VAS3N_00016180_01/2022|OP752747.1|2022-09-18	51127
USA/VA-CDC-LC0912567/2022|OP706668.1|2022-10-04	51620
USA/VA-CDC-LC0425588/2021|OL994382.1|2021-12-08	51131
USA/VA-CDC-QDX42652578/2022|OP780073.1|2022-10-13	51740
USA/VA-CDC-QDX43725431/2022|OP944207.1|2022-11-14	51107
USA/VA-CDC-QDX43023828/2022|OP813510.1|2022-10-28	51111
USA/VA-CDC-LC0817820/2022|OP239536.1|2022-08-01	51095
USA/VA-CDC-QDX39122256/2022|OP155740.1|2022-07-17	51750
USA/VA-CDC-LC0841701/2022|OP332564.1|2022-08-14	51167
USA/VA-CDC-LC0627144/2022|ON590086.1|2022-05-09	51001
USA/VA-VTVAS3-GSC39389/2022|OP654591.1|2022-09-26	51077
USA/VA-CDC-LC0870994/2022|OP438775.1|2022-08-31	51149
USA/VA-DCLS-12670/2021|OM766214.1|2021-12-29	51690
USA/VA-CDC-LC0928800/2022|OP828189.1|2022-11-03	51143
USA/VA-CAV_VAS3N_00016825_01/2022|OQ151038.1|2022-11-17	51091
USA/VA-CDC-QDX43426963/2022|OP887235.1|2022-11-05	51027
USA/VA-VTVAS3-GSC40459/2022|OP948586.1|2022-11-06	51183
USA/VA-CDC-LC0929219/2022|OP855311.1|2022-11-07	51045
USA/VA-CAV_VAS3N_00017082_01/2022|OQ151212.1|2022-12-06	51810
USA/VA-CDC-QDX44483737/2022|OQ142087.1|2022-12-09	51175
USA/VA-CDC-QDX43842894/2022|OP982647.1|2022-11-18	51037
USA/VA-CDC-LC0935461/2022|OP907202.1|2022-11-15	51037
USA/VA-VTVAS3-GSC40201/2022|OP948408.1|2022-10-29	51710
USA/VA-CDC-QDX42300168/2022|OP708176.1|2022-10-06	51163
USA/VA-CDC-LC0912010/2022|OP707790.1|2022-10-10	51045
USA/VA-CAV_VAS3N_00016378_01/2022|OP923646.1|2022-10-05	51540
USA/VA-CDC-LC0572234/2022|ON294702.1|2022-04-02	51033
USA/VA-CDC-LC0915769/2022|OP715472.1|2022-10-16	51101
USA/VA-DCLS-14733/2022|OP964461.1|2022-10-26	51640
USA/VA-DCLS-7922/2021|OK475034.1|2021-08	51075
USA/VA-VTVAS3-GSC37686/2022|OP328019.1|2022-07-17	51131
USA/VA-CAV_VAS3N_00014388_01/2022|OP472393.1|2022-08-16	51191
USA/VA-DCLS-9893/2021|OK641654.1|2021-09	51035
USA/VA-VTVAS3-GSC40267/2022|OP948474.1|2022-10-31	51007
USA/VA-QSTVAS3-41157196/2022|OQ211064.1|2022-09-07	51820
USA/VA-VTVAS3-GSC39215/2022|OP556096.1|2022-09-08	51107
USA/VA-CDC-LC0967945/2022|OQ166665.1|2022-12-20	51685
USA/VA-CDC-QDX44585940/2022|OQ142397.1|2022-12-10	51169
USA/VA-CDC-QDX44272817/2022|OQ113238.1|2022-12-02	51580
USA/VA-VTVAS3-GSC40884/2022|OQ331501.1|2022-12-04	51087
USA/VA-CDC-LC0968750/2022|OQ167184.1|2022-12-22	51810
USA/VA-CDC-QDX44272829/2022|OQ086685.1|2022-12-02	51700
USA/VA-CDC-QDX44165824/2022|OQ075219.1|2022-11-30	51161
USA/VA-CDC-QDX44585981/2022|OQ143334.1|2022-12-11	51195
USA/VA-VTVAS3-GSC40809/2022|OQ331426.1|2022-12-06	51840
USA/VA-VTVAS3-GSC41882/2023|OQ442565.1|2023-01-08	51155
USA/VA-VTVAS3-GSC41481/2022|OQ351146.1|2022-12-09	51810
USA/VA-VTVAS3-GSC40827/2022|OQ331444.1|2022-12-05	51550
USA/VA-CDC-QDX44483579/2022|OQ142003.1|2022-12-09	51125
USA/VA-CDC-QDX44875615/2022|OQ204875.1|2022-12-19	51093
USA/VA-CDC-QDX45961561/2023|OQ400660.1|2023-01-23	51660
USA/VA-VTVAS3-GSC40920/2022|OQ331537.1|2022-12-07	51053
USA/VA-VTVAS3-GSC41001/2022|OQ331796.1|2022-12-10	51600
USA/VA-CAV_VAS3N_00017066_01/2022|OQ151189.1|2022-12-02	51595
USA/VA-VTVAS3-GSC35837/2022|OP289762.1|2022-05-24	51570
USA/VA-CDC-LC0946684/2022|OP993921.1|2022-11-30	51775
USA/VA-CDC-LC0991764/2023|OQ307574.1|2023-01-14	51149
USA/VA-VTVAS3-GSC40881/2022|OQ331498.1|2022-12-05	51193
USA/VA-CDC-LC0946978/2022|OP993876.1|2022-11-29	51137
USA/VA-CDC-QDX44429300/2022|OQ140443.1|2022-12-07	51099
USA/VA-CDC-LC0955930/2022|OQ081691.1|2022-12-09	51075
USA/VA-CDC-QDX44737869/2022|OQ174185.1|2022-12-15	51023
USA/VA-VTVAS3-GSC41315/2022|OQ331942.1|2022-12-30	51181
USA/VA-VTVAS3-GSC40740/2022|OQ331278.1|2022-11-30	51670
USA/VA-DCLS-5042/2021|MZ203372.1|2021-03	51163
USA/VA-CDC-QDX38152634/2022|ON915901.1|2022-06-17	51119
USA/VA-CAV_VAS3N_00014719_01/2022|OP472223.1|2022-08-21	51091
USA/VA-CDC-LC0015875/2021|MW705490.1|2021-02-10	51185
USA/VA-QSTVAS3-37650379/2022|OQ183238.1|2022-06-04	51173
USA/VA-CDC-LC0371083/2021|OL574833.1|2021-11-03	51111
USA/VA-CDC-LC0132837/2021|OK123104.1|2021-07-21	51177
USA/VA-CDC-QDX37254955/2022|ON732109.1|2022-05-22	51191
USA/VA-CAV_VAS3N_00010740_01/2022|OP059127.1|2022-05-10	51075
USA/VA-CDC-LC0646599/2022|ON699270.1|2022-05-16	51750
USA/VA-VTVAS3-GSC41556/2023|OQ351224.1|2023-01-08	51157
USA/VA-CDC-LC1000834/2023|OQ404180.1|2023-01-26	51595
USA/VA-CAV_VAS3N_00017808_01/2023|OQ384333.1|2023-01-10	51011
USA/VA-CDC-QDX45341990/2023|OQ301316.1|2023-01-06	51191
USA/VA-CDC-QDX45592787/2023|OQ347841.1|2023-01-14	51550
USA/VA-VTVAS3-GSC41429/2023|OQ351092.1|2023-01-06	51630
USA/VA-CAV_VAS3N_00017716_01/2023|OQ384085.1|2023-01-04	51610
USA/VA-VTVAS3-GSC41530/2023|OQ351195.1|2023-01-07	51125
USA/VA-DCLS-14908/2023|OQ360741.1|2023-01-06	51081
USA/VA-CDC-QDX45390188/2023|OQ328790.1|2023-01-08	51019
USA/VA-VTVAS3-GSC41881/2023|OQ442564.1|2023-01-08	51167
USA/VA-CDC-QDX45638634/2023|OQ356486.1|2023-01-11	51775
USA/VA-CAV_VAS3N_00017639_01/2023|OQ384416.1|2023-01-05	51183
USA/VA-CDC-QDX45389779/2023|OQ327789.1|2023-01-05	51139
USA/VA-VTVAS3-GSC41514/2023|OQ351179.1|2023-01-07	51113
USA/VA-CDC-LC0843484/2022|OP335481.1|2022-08-18	51640
USA/VA-CDC-QDX39366062/2022|OP181927.1|2022-07-22	51590
USA/VA-VTVAS3-GSC41515/2023|OQ351180.1|2023-01-07	51059
USA/VA-CAV_VAS3N_00018372_01/2023|OQ843752.1|2023-02-26	51031
USA/VA-CAV_VAS3N_00017959_01/2023|OQ384609.1|2023-01-18	51179
USA/VA-CDC-LC1041574/2023|OQ991721.1|2023-05-05	51089
USA/VA-CDC-LC1001003/2023|OQ403940.1|2023-01-25	51167
USA/VA-CDC-QDX45277293/2023|OQ298783.1|2023-01-04	51820
USA/VA-CDC-LC0986632/2023|OQ294758.1|2023-01-08	51181
USA/VA-VTVAS3-GSC41456/2023|OQ351121.1|2023-01-07	51001
USA/VA-VTVAS3-GSC41445/2023|OQ351108.1|2023-01-07	51097
USA/VA-CDC-LC0992347/2023|OQ345353.1|2023-01-16	51067
USA/VA-CDC-QDX45342020/2023|OQ301312.1|2023-01-06	51015
USA/VA-CDC-QDX45389767/2023|OQ327818.1|2023-01-05	51710
USA/VA-VTVAS3-GSC41531/2023|OQ351196.1|2023-01-07	51067
USA/VA-CDC-QDX46136163/2023|OQ420264.1|2023-01-27	51001
USA/VA-CDC-QDX45341994/2023|OQ328274.1|2023-01-06	51033
USA/VA-CDC-LC0986753/2023|OQ294532.1|2023-01-06	51141
USA/VA-CDC-LC0980159/2023|OQ264427.1|2023-01-03	51007
USA/VA-VTVAS3-GSC41632/2023|OQ442468.1|2023-01-09	51021
USA/VA-VTVAS3-GSC41436/2023|OQ351099.1|2023-01-04	51197
USA/VA-CDC-QDX46447555/2023|OQ452562.1|2023-02-04	51610
USA/VA-VTVAS3-GSC41668/2023|OQ442504.1|2023-01-14	51179
USA/VA-CDC-LC0981114/2023|OQ264555.1|2023-01-04	51045
USA/VA-VTVAS3-GSC42075/2023|OQ544648.1|2023-01-31	51117
USA/VA-VTVAS3-GSC41419/2023|OQ351082.1|2023-01-05	51077
USA/VA-CDC-QDX48144093/2023|OQ728559.1|2023-03-20	51600
USA/VA-CDC-LC0989890/2023|OQ307053.1|2023-01-10	51113
USA/VA-CDC-QDX45389754/2023|OQ327719.1|2023-01-05	51590
USA/VA-CDC-QDX39323550/2022|OP194977.1|2022-07-22	51173
USA/VA-CDC-QDX45482762/2023|OQ342618.1|2023-01-10	51071
USA/VA-VTVAS3-GSC41952/2023|OQ442635.1|2023-01-24	51069
USA/VA-CAV_VAS3N_00017726_01/2023|OQ384341.1|2023-01-05	51071
USA/VA-CDC-VSX-A061257/2023|OQ433441.1|2023-01-28	51690
USA/VA-CDC-LC0990023/2023|OQ307236.1|2023-01-11	51107
USA/VA-VTVAS3-GSC41521/2023|OQ351186.1|2023-01-07	51067
USA/VA-VTVAS3-GSC41425/2023|OQ351088.1|2023-01-07	51540
USA/VA-CAV_VAS3N_00017751_01/2023|OQ384366.1|2023-01-05	51097
USA/VA-CDC-LC0991751/2023|OQ307807.1|2023-01-15	51580
USA/VA-CDC-QDX46136185/2023|OQ426322.1|2023-01-28	51740
USA/VA-VTVAS3-GSC41872/2023|OQ442719.1|2023-01-23	51097
USA/VA-DCLS-12065/2021|OM479629.1|2021-12-22	51011
USA/VA-VTVAS3-GSC39647/2022|OP838013.1|2022-10-19	51155
USA/VA-CDC-QDX42511427/2022|OP772341.1|2022-10-13	51640
USA/VA-DCLS-13708/2022|OP504001.1|2022-03-09	51580
USA/VA-CDC-QDX42957773/2022|OP812949.1|2022-10-24	51041
USA/VA-CAV_VAS3N_00016328_01/2022|OP923373.1|2022-10-03	51061
USA/VA-VTVAS3-GSC39480/2022|OP699960.1|2022-09-29	51097
USA/VA-CDC-LC0583617/2022|ON377451.1|2022-04-14	51009
USA/VA-CAV_VAS3N_00016609_01/2022|OP923673.1|2022-10-27	51057
USA/VA-QSTVAS3-41157236/2022|OQ184016.1|2022-09-06	51840
USA/VA-CDC-QDX43070396/2022|OP813797.1|2022-10-27	51077
USA/VA-CDC-LC0745089/2022|ON968402.1|2022-06-28	51750
USA/VA-CDC-LC0789457/2022|OP110213.1|2022-07-17	51550
USA/VA-CAV_VAS3N_00016659_01/2022|OP923529.1|2022-10-25	51750
USA/VA-CDC-QDX40372671/2022|OP338812.1|2022-08-14	51145
USA/VA-VTVAS3-GSC31093/2022|ON262235.1|2022-01-26	51710
USA/VA-CAV_VAS3N_00015923_01/2022|OP600706.1|2022-09-12	51710
USA/VA-CDC-QDX37054109/2022|ON925733.1|2022-05-16	51113
USA/VA-CDC-LC0880535/2022|OP483679.1|2022-09-11	51131
USA/VA-CAV_VAS3N_00016323_01/2022|OP923350.1|2022-09-29	51093
USA/VA-DCLS-11753/2021|OM263390.1|2021-12-14	51007
USA/VA-CDC-QDX37143820/2022|ON680666.1|2022-05-18	51121
USA/VA-CDC-LC0668507/2022|ON710334.1|2022-05-25	51191
USA/VA-CDC-LC0619626/2022|ON536424.1|2022-05-03	51153
USA/VA-CDC-LC0655996/2022|ON658386.1|2022-05-19	51181
USA/VA-DCLS-14094/2022|OP554416.1|2022-05-11	51083
USA/VA-CDC-ASC210426000/2021|OL760392.1|2021-11-16	51179
USA/VA-VTVAS3-GSC33761/2022|ON401313.1|2022-02-08	51197
USA/VA-VTVAS3-GSC28443/2021|ON132386.1|2021-11-27	51087
USA/VA-CDC-LC0578316/2022|ON350226.1|2022-04-13	51133
USA/VA-CAV_VAS3N_00016883_01/2022|OQ151059.1|2022-11-22	51081
USA/VA-CAV_VAS3N_00016908_01/2022|OQ151106.1|2022-11-28	51678
USA/VA-CDC-QDX44483571/2022|OQ141704.1|2022-12-09	51620
USA/VA-CAV_VAS3N_00016943_01/2022|OQ151122.1|2022-11-29	51019
USA/VA-CDC-LC0599702/2022|ON467978.1|2022-04-28	51199
USA/VA-VTVAS3-GSC40924/2022|OQ331541.1|2022-12-08	51043
USA/VA-VTVAS3-GSC40624/2022|OP997383.1|2022-11-25	51063
USA/VA-CDC-QDX43942342/2022|OP991108.1|2022-11-22	51079
USA/VA-CDC-LC0945877/2022|OP993702.1|2022-11-28	51031
USA/VA-CDC-LC0945872/2022|OP993635.1|2022-11-28	51107
USA/VA-DCLS-11199/2021|OM033754.1|2021-11-30	51179
USA/VA-CAV_VAS3N_00016910_01/2022|OQ151170.1|2022-11-30	51197
USA/VA-VTVAS3-GSC40669/2022|OQ331355.1|2022-11-25	51045
USA/VA-VTVAS3-GSC40803/2022|OQ331420.1|2022-12-06	51177
USA/VA-CAV_VAS3N_00014432_01/2022|OP473177.1|2022-08-10	51003
USA/VA-CDC-LC0802448/2022|OP167621.1|2022-07-25	51083
USA/VA-CAV_VAS3N_00015040_01/2022|OP473259.1|2022-08-18	51099
USA/VA-CAV_VAS3N_00015461_01/2022|OP601129.1|2022-08-31	51027
USA/VA-CAV_VAS3N_00012786_01/2022|OP060014.1|2022-06-23	51540
USA/VA-CDC-LC0880624/2022|OP483708.1|2022-09-11	51157
USA/VA-CDC-LC0922619/2022|OP791105.1|2022-10-24	51071
USA/VA-DCLS-14694/2022|OP683582.1|2022-09-28	51137
USA/VA-CAV_VAS3N_00016472_01/2022|OP923425.1|2022-10-11	51037
USA/VA-CAV_VAS3N_00016262_01/2022|OP923340.1|2022-09-28	51167
USA/VA-VTVAS3-GSC33483/2022|ON394417.1|2022-03-04	51790
USA/VA-CDC-LC0593452/2022|ON450728.1|2022-04-25	51155
USA/VA-CDC-LC0648972/2022|ON700139.1|2022-05-17	51057
USA/VA-VTVAS3-GSC36706/2022|OP326826.1|2022-06-17	51141
USA/VA-VTVAS3-GSC23946/2021|ON131340.1|2021-08-14	51017
USA/VA-VTVAS3-GSC39859/2022|OP851427.1|2022-10-22	51063
USA/VA-CDC-LC0928506/2022|OP828488.1|2022-11-05	51175
USA/VA-VTVAS3-GSC39895/2022|OP851462.1|2022-10-24	51149
USA/VA-CDC-LC0955912/2022|OQ081493.1|2022-12-08	51057
USA/VA-CDC-LC0962792/2022|OQ122575.1|2022-12-13	51600
USA/VA-CDC-STM-D4JGDXQHK/2023|OQ254041.1|2023-01-02	51680
USA/VA-CDC-STM-JJ5TDUC9C/2022|OP865055.1|2022-11-04	51099
USA/VA-CAV_VAS3N_00015451_01/2022|OP601082.1|2022-08-25	51840
USA/VA-CAV_VAS3N_00015493_01/2022|OP601112.1|2022-08-23	51735
USA/VA-CAV_VAS3N_00015258_01/2022|OP600827.1|2022-08-30	51109
USA/VA-CDC-2-5441051/2021|OM444778.1|2021-12-04	51089
USA/VA-CDC-LC0646911/2022|ON699012.1|2022-05-14	51830
USA/VA-CDC-QDX37977615/2022|ON868127.1|2022-06-11	51023
USA/VA-CAV_VAS3N_00013869_01/2022|OP472646.1|2022-07-26	51530
USA/VA-CDC-LC0872327/2022|OP438720.1|2022-08-31	51530
USA/VA-CDC-LC0978352/2022|OQ206489.1|2022-12-30	51171
USA/VA-VTVAS3-GSC41374/2022|OQ351039.1|2022-12-30	51620
USA/VA-CDC-QDX45341992/2023|OQ301274.1|2023-01-06	51570
USA/VA-CDC-QDX45132370/2022|OQ265692.1|2022-12-31	51520
USA/VA-CDC-LC0980840/2023|OQ264485.1|2023-01-04	51163
USA/VA-VTVAS3-GSC41361/2022|OQ351026.1|2022-12-31	51830
USA/VA-VTVAS3-GSC41894/2023|OQ442577.1|2023-01-10	51750
USA/VA-CDC-LC0977487/2022|OQ206836.1|2022-12-31	51678
USA/VA-CDC-LC0992683/2023|OQ345403.1|2023-01-16	51087
USA/VA-CDC-QDX45863044/2023|OQ381921.1|2023-01-17	51035
USA/VA-CDC-LC0975443/2022|OQ205944.1|2022-12-27	51111
USA/VA-CAV_VAS3N_00017477_01/2022|OQ383982.1|2022-12-27	51171
USA/VA-CAV_VAS3N_00017888_01/2023|OQ384467.1|2023-01-19	51081
USA/VA-CDC-LC0980943/2023|OQ264488.1|2023-01-04	51710
USA/VA-CDC-LC0987979/2023|OQ294327.1|2023-01-05	51007
USA/VA-CDC-QDX45132398/2022|OQ265697.1|2022-12-31	51800
USA/VA-CDC-LC0980508/2023|OQ264391.1|2023-01-03	51107
USA/VA-CDC-LC0978449/2022|OQ206711.1|2022-12-31	51073
USA/VA-CDC-QDX39612180/2022|OP258402.1|2022-07-31	51735
USA/VA-CAV_VAS3N_00017893_01/2023|OQ384472.1|2023-01-12	51550
USA/VA-CDC-LC0976750/2022|OQ206009.1|2022-12-28	51590
USA/VA-CDC-LC0790022/2022|OP119645.1|2022-07-19	51730
USA/VA-CAV_VAS3N_00017733_01/2023|OQ384348.1|2023-01-07	51810
USA/VA-CAV_VAS3N_00017507_01/2022|OQ384224.1|2022-12-27	51175
USA/VA-CDC-QDX45132446/2022|OQ265662.1|2022-12-31	51071
USA/VA-VTVAS3-GSC41692/2023|OQ442528.1|2023-01-19	51169
USA/VA-VTVAS3-GSC41379/2022|OQ351044.1|2022-12-31	51620
USA/VA-CDC-LC0980756/2023|OQ264329.1|2023-01-03	51053
USA/VA-CDC-LC0828913/2022|OP285817.1|2022-08-11	51683
USA/VA-CDC-QDX38764371/2022|OP069570.1|2022-07-06	51075
USA/VA-VTVAS3-GSC42118/2023|OQ544690.1|2023-01-28	51107
USA/VA-CDC-QDX45132457/2022|OQ265688.1|2022-12-31	51740
USA/VA-VTVAS3-GSC41597/2023|OQ351264.1|2023-01-14	51171
USA/VA-CDC-LC1019082/2023|OQ613825.1|2023-02-15	51800
USA/VA-CDC-LC0980160/2023|OQ264294.1|2023-01-03	51187
USA/VA-CAV_VAS3N_00017560_01/2022|OQ384271.1|2022-12-27	51003
USA/VA-CAV_VAS3N_00017717_01/2023|OQ384086.1|2023-01-02	51069
USA/VA-CDC-LC0975692/2022|OQ205761.1|2022-12-27	51109
USA/VA-CDC-LC0984808/2023|OQ258788.1|2023-01-05	51045
USA/VA-VTVAS3-GSC41359/2022|OQ351024.1|2022-12-31	51840
USA/VA-CDC-QDX45961195/2023|OQ399829.1|2023-01-22	51091
USA/VA-VTVAS3-GSC41363/2022|OQ351028.1|2022-12-31	51650
USA/VA-VTVAS3-GSC41360/2022|OQ351025.1|2022-12-31	51720
USA/VA-CDC-QDX45638913/2023|OQ357119.1|2023-01-15	51187
USA/VA-VTVAS3-GSC41387/2022|OQ351051.1|2022-12-31	51610
USA/VA-CAV_VAS3N_00013858_01/2022|OP472635.1|2022-07-26	51685
USA/VA-CAV_VAS3N_00012771_01/2022|OP060000.1|2022-06-21	51740
USA/VA-CDC-LC0660738/2022|ON657639.1|2022-05-18	51027
USA/VA-DCLS-11234/2021|OM123449.1|2021-12-03	51005
USA/VA-CAV_VAS3N_00013809_01/2022|OP473451.1|2022-07-26	51680
USA/VA-CDC-LC0229881/2021|OK132871.1|2021-08-28	51111
USA/VA-CDC-LC0649243/2022|ON700022.1|2022-05-16	51069
USA/VA-CDC-LC0755367/2022|OP000463.1|2022-07-02	51107
USA/VA-CDC-LC0928422/2022|OP828414.1|2022-11-04	51071
USA/VA-CAV_VAS3N_00016557_01/2022|OP923489.1|2022-10-19	51103
USA/VA-CDC-LC0931066/2022|OP875995.1|2022-11-09	51059
USA/VA-CAV_VAS3N_00016485_01/2022|OP923467.1|2022-10-16	51121
USA/VA-DCLS-9155/2021|OK641700.1|2021-09	51063
USA/VA-DCLS-13090/2022|OM892027.1|2022-01-07	51193
USA/VA-CDC-LC0980090/2023|OQ264296.1|2023-01-03	51097
USA/VA-VTVAS3-GSC41197/2022|OQ331825.1|2022-12-12	51107
USA/VA-CAV_VAS3N_00017327_01/2022|OQ384637.1|2022-12-19	51101
USA/VA-CDC-LC0997935/2023|OQ364907.1|2023-01-23	51610
USA/VA-CDC-QDX43942523/2022|OP991382.1|2022-11-23	51007
USA/VA-CDC-LC0935195/2022|OP907344.1|2022-11-16	51107
USA/VA-CAV_VAS3N_00017046_01/2022|OQ151201.1|2022-12-05	51740
USA/VA-CDC-QDX41124243/2022|OP488950.1|2022-09-06	51185
USA/VA-CAV_VAS3N_00015752_01/2022|OP601309.1|2022-09-07	51740
USA/VA-CAV_VAS3N_00014885_01/2022|OP472928.1|2022-08-20	51660
USA/VA-CDC-QDX41683859/2022|OP619303.1|2022-09-20	51147
USA/VA-CDC-QDX40869787/2022|OP416741.1|2022-08-29	51199
USA/VA-VTVAS3-GSC38934/2022|OP485429.1|2022-08-24	51167
USA/VA-CAV_VAS3N_00015740_01/2022|OP601298.1|2022-09-04	51530
USA/VA-CDC-LC0854281/2022|OP387271.1|2022-08-24	51710
USA/VA-CDC-QDX42511550/2022|OP722285.1|2022-10-14	51650
USA/VA-VTVAS3-GSC39690/2022|OP838053.1|2022-10-21	51077
USA/VA-VTVAS3-GSC39559/2022|OP738657.1|2022-10-14	51760
USA/VA-CDC-QDX43116747/2022|OP815147.1|2022-10-31	51089
USA/VA-CAV_VAS3N_00012532_01/2022|OP061778.1|2022-06-15	51015
USA/VA-CAV_VAS3N_00016529_01/2022|OP923523.1|2022-10-24	51580
